opsim,metric,value
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9981977231399276
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.22954792977947663
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6416750831361768
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6444951262184454
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_05_lsf0_1_lsr0_1_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.22807842934958195
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6211122166567744
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6175643589102724
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.31564245810055863
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9880391635927748
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9983451057305158
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9980865371381782
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9982030308233727
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.22807842934958195
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6211122166567744
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6175643589102724
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.31564245810055863
ddf_accourd_sf0_05_lsf0_1_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.2277134090925232
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6118070262535746
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6236878280429893
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.30726256983240224
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.988255604147394
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9983379942119786
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9978168440400991
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9982577188550795
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.2277134090925232
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6118070262535746
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6236878280429893
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.30726256983240224
ddf_accourd_sf0_05_lsf0_1_lsr0_5_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.22966814470938143
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6496757556076048
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6485566108472882
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.988141806242244
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9983093849098805
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9978245545727051
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9982800138902013
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.22966814470938143
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6496757556076048
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6485566108472882
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_05_lsf0_2_lsr0_1_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.22916195410749635
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6419528833955505
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6415271182204448
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9879454096835273
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9983899539999245
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9977953303605559
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9982911926278959
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.22916195410749635
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6419528833955505
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6415271182204448
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_05_lsf0_2_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.22750240717122203
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6152343609724016
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6107848037990502
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.31564245810055863
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9881251427948399
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9983574340525203
ddf_accourd_sf0_05_lsf0_2_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9979021020025987
